Biznameclick,Biznameclick_link,Reviewcount,Business,Categorylisttext,Secondary 1,Secondary 2,Phonenumber
Pokenoya,https://www.yelp.com/biz/pokenoya-irvine,80,$,Hawaiian- Seafood- Poke,216 Technology Dr,Irvine,(949) 748-1884
Sandwich Plus,https://www.yelp.com/biz/sandwich-plus-irvine,127,$,Sandwiches,216 Technology Dr,Irvine,(949) 453-9675
Urban Seoul,https://www.yelp.com/biz/urban-seoul-irvine,1241,$$,Asian Fusion- Korean- Tapas Bars,2750 Alton Pkwy,Irvine,(949) 553-0188
Taiko,https://www.yelp.com/biz/taiko-irvine,1372,$$,Japanese- Sushi Bars,na,Irvine,(949) 559-7190
Mick’s Karma Bar,https://www.yelp.com/biz/micks-karma-bar-irvine,1914,$,American (New)- Burgers,na,Irvine,(949) 851-6316
Little Sheep Mongolian Hot Pot,https://www.yelp.com/biz/little-sheep-mongolian-hot-pot-irvine,578,$$,Chinese- Hot Pot- Mongolian,15361 Culver Dr,Irvine,(949) 651-0201
Sushi At Ralph’s,https://www.yelp.com/biz/sushi-at-ralphs-irvine,36,$$,Sushi Bars- Japanese- Vegetarian,5345 Alton Pkwy,Irvine,na
TLT Food,https://www.yelp.com/biz/tlt-food-irvine,700,$$,American (New)- Mexican,705 Spectrum Center Dr,Irvine,(949) 727-1414
SWSH Shabu Shabu,https://www.yelp.com/biz/swsh-shabu-shabu-irvine,784,$$,Japanese- Hot Pot- Seafood,2710 Alton Pkwy,Irvine,(949) 474-0888
Pizza 949,https://www.yelp.com/biz/pizza-949-irvine,36,$$,Pizza,13925 Yale Ave,Irvine,(949) 733-3434
Pizza:90 Irvine,https://www.yelp.com/biz/pizza-90-irvine-5,241,$$,Pizza,5365 Alton Pkwy,Irvine,(949) 387-5088
EMC Seafood & Raw Bar,https://www.yelp.com/biz/emc-seafood-and-raw-bar-irvine,890,$$,Seafood- Bars- Live/Raw Food,14346 Culver Dr,Irvine,(949) 748-3979
Olive Oil Mediterranean Grill,https://www.yelp.com/biz/olive-oil-mediterranean-grill-irvine,105,$,Halal- Mediterranean- Lebanese,14141 Jeffrey Rd,Irvine,(949) 988-7554
Veggie Grill,https://www.yelp.com/biz/veggie-grill-irvine-2,939,$$,Vegetarian- American (New)- Vegan,4213 Campus Dr,Irvine,(949) 509-0003
The Wheel Of Life,https://www.yelp.com/biz/the-wheel-of-life-irvine,515,$$,Vegetarian- Thai- Vegan,14370 Culver Dr,Irvine,(949) 551-8222
Hamada-ya,https://www.yelp.com/biz/hamada-ya-irvine,109,$,Bakeries- Sandwiches,14230 Culver Dr,Irvine,(949) 551-1778
Mendocino Farms,https://www.yelp.com/biz/mendocino-farms-irvine,342,$$,Sandwiches- Salad,4187 Campus Dr,Irvine,(949) 783-2900
Veggie Grill,https://www.yelp.com/biz/veggie-grill-irvine-3,855,$$,Vegetarian- Vegan- American (New),732 Spectrum Ctr,Irvine,(949) 727-9900
Jing’s Kitchen,https://www.yelp.com/biz/jings-kitchen-irvine,22,$,Chinese,196 Technology Dr,Irvine,(949) 387-0871
Boudin SF,https://www.yelp.com/biz/boudin-sf-irvine,496,$,Bakeries- Salad- Sandwiches,2803 Main St,Irvine,(949) 222-9111
Gelson’s Market,https://www.yelp.com/biz/gelsons-market-irvine-2,148,$$$,Grocery- Delis- American (New),5521 Alton Pkwy,Irvine,(949) 551-6093
Tang 190,https://www.yelp.com/biz/tang-190-irvine,577,$$,Korean- Soup,14121 Jeffrey Rd,Irvine,(949) 651-1901
Panini Cafe Irvine,https://www.yelp.com/biz/panini-cafe-irvine-irvine-2,686,$$,Italian- Mediterranean,3041 Michelson Dr,Irvine,(949) 260-9800
The Habit Burger Grill,https://www.yelp.com/biz/the-habit-burger-grill-irvine-2,332,$,Burgers,14474 Culver Dr,Irvine,(949) 552-5963
O Fine Japanese Cuisine,https://www.yelp.com/biz/o-fine-japanese-cuisine-irvine-2,579,$$,Sushi Bars- Japanese,6731 Quail Hill Pkwy,Irvine,(949) 748-1896
Oo Toro Sushi,https://www.yelp.com/biz/oo-toro-sushi-irvine,93,$$$,Sushi Bars,2222 Michelson Dr,Irvine,(949) 222-0688
Hen House Grill,https://www.yelp.com/biz/hen-house-grill-irvine,549,$$,Persian/Iranian,4515 Campus Dr,Irvine,(949) 786-2000
Burnt Crumbs,https://www.yelp.com/biz/burnt-crumbs-irvine,180,$$,American (New)- Sandwiches,8549 Irvine Ctr Dr,Irvine,(949) 502-5998
Houston’s Restaurant,https://www.yelp.com/biz/houstons-restaurant-irvine-3,1393,$$$,American (New)- Steakhouses- American (Traditional),2991 Michelson Dr,Irvine,(949) 833-0977
Chong Qing Mei Wei Szechuan Restaurant,https://www.yelp.com/biz/chong-qing-mei-wei-szechuan-restaurant-irvine,478,$$,Szechuan,5406 Walnut Ave,Irvine,(949) 651-8886
Yigah Restaurant,https://www.yelp.com/biz/yigah-restaurant-irvine-2,324,$$,Korean,2750 Alton Pkwy,Irvine,(949) 475-0011
Curry House,https://www.yelp.com/biz/curry-house-irvine,692,$$,Japanese Curry- Caterers,14407 Culver Dr,Irvine,(949) 654-1449
Shik Do Rak,https://www.yelp.com/biz/shik-do-rak-irvine,1136,$$,Korean- Barbeque,14805 Jeffrey Rd,Irvine,(949) 653-7668
Station Cafe,https://www.yelp.com/biz/station-cafe-irvine-2,27,$,Coffee & Tea- Sandwiches- Breakfast & Brunch,15211 Barranca Pkwy,Irvine,(949) 536-5597
Asian Box,https://www.yelp.com/biz/asian-box-irvine,119,$,Asian Fusion- Vietnamese- Pan Asian,na,Irvine,(949) 769-6196
Mustard Cafe,https://www.yelp.com/biz/mustard-cafe-irvine,286,$,Breakfast & Brunch- Desserts- Cafes,5663 Alton Pkwy,Irvine,(949) 559-8080
Larry’s Catering & Deli,https://www.yelp.com/biz/larrys-catering-and-deli-irvine,142,$,Delis- Caterers,17145 Von Karman Ave,Irvine,(949) 263-1983
Tender Greens,https://www.yelp.com/biz/tender-greens-irvine-2,822,$$,Salad- American (New)- Sandwiches,530 Spectrum Center Dr,Irvine,(949) 679-9135
Texas de Brazil,https://www.yelp.com/biz/texas-de-brazil-irvine-5,278,$$$,Brazilian- Steakhouses- Venues & Event Spaces,13772 Jamboree Rd,Irvine,(949) 209-1500
Las Fajitas Grill,https://www.yelp.com/biz/las-fajitas-grill-irvine,177,$,Mexican,4250 Barranca Pkwy,Irvine,(949) 653-0707
Pieology Pizzeria,https://www.yelp.com/biz/pieology-pizzeria-irvine-4,318,$,Pizza,13786 Jamboree Rd,Irvine,(714) 389-0522
Kaya Restaurant,https://www.yelp.com/biz/kaya-restaurant-irvine,636,$$,Korean,14120 Culver Dr,Irvine,(949) 726-9424
Fukada,https://www.yelp.com/biz/fukada-irvine,2048,$$,Japanese,8683 Irvine Center Dr,Irvine,(949) 341-0111
Maka Poke & Teriyaki,https://www.yelp.com/biz/maka-poke-and-teriyaki-irvine,46,$,Asian Fusion- Hawaiian- Poke,17300 Red Hill Ave,Irvine,(949) 932-0897
Inka’s Restaurant,https://www.yelp.com/biz/inkas-restaurant-irvine-3,277,$$,Peruvian,16277 Laguna Canyon Rd,Irvine,(949) 753-1276
Veggie Grill,https://www.yelp.com/biz/veggie-grill-irvine-7,237,$$,Vegetarian- American (Traditional)- Vegan,13786 Jamboree Rd,Irvine,(714) 669-3037
Thai Kitchen,https://www.yelp.com/biz/thai-kitchen-irvine-2,403,$$,Thai,4250 Barranca Pkwy,Irvine,(949) 857-1788
Pieology Pizzeria,https://www.yelp.com/biz/pieology-pizzeria-irvine,970,$,Pizza,713 Spectrum Center Dr,Irvine,(949) 450-1000
Maizuru,https://www.yelp.com/biz/maizuru-irvine,264,$$,Sushi Bars- Japanese- Soup,na,Irvine,(949) 551-6802
Seoul Haus,https://www.yelp.com/biz/seoul-haus-irvine,168,$$,Korean,13925 Yale Ave,Irvine,(949) 784-8780
Sanaya Indian Cuisine,https://www.yelp.com/biz/sanaya-indian-cuisine-irvine-2,200,$$,Indian,6626 Irvine Center Dr,Irvine,(949) 387-3700
Chick-fil-A,https://www.yelp.com/biz/chick-fil-a-irvine,357,$,Fast Food,13490 Jamboree Rd,Irvine,(714) 730-9100
Rolling Sushi Van,https://www.yelp.com/biz/rolling-sushi-van-irvine,130,$$,Sushi Bars- Food Trucks,Irvine,Irvine,(626) 905-7248
Panini Cafe,https://www.yelp.com/biz/panini-cafe-irvine-4,185,$$,Mediterranean,8505 Irvine Center Dr,Irvine,(949) 679-9200
Angelina’s Pizzeria Napoletana,https://www.yelp.com/biz/angelinas-pizzeria-napoletana-irvine-2,349,$$,Pizza- Italian- Cocktail Bars,8573 Irvine Center Dr,Irvine,(949) 536-5200
Chronic Tacos,https://www.yelp.com/biz/chronic-tacos-irvine,295,$,Mexican,5365 Alton Pkwy,Irvine,(949) 653-8226
Oriental Seafood Noodle House,https://www.yelp.com/biz/oriental-seafood-noodle-house-irvine,275,$$,Chinese- Seafood- Noodles,na,Irvine,(949) 654-8388
101 Noodle Express,https://www.yelp.com/biz/101-noodle-express-irvine,470,$,Chinese- Noodles,na,Irvine,(949) 654-8542
CUCINA enoteca Irvine,https://www.yelp.com/biz/cucina-enoteca-irvine-irvine-2,1657,$$,Italian- Pizza- Wine Bars,na,Irvine,(949) 861-2222
Euro Caffe,https://www.yelp.com/biz/euro-caffe-irvine,48,$$,Desserts- Breakfast & Brunch- Cafes,1621 Alton Pkwy,Irvine,(714) 716-2006
Layer Cake Bakery - LCB,https://www.yelp.com/biz/layer-cake-bakery-lcb-irvine-3,563,$$,Bakeries- Breakfast & Brunch- Desserts,4250 Barranca Pkwy,Irvine,(949) 786-0223
Blaze Fast-Fire’d Pizza,https://www.yelp.com/biz/blaze-fast-fired-pizza-irvine-3,798,$,Pizza- Salad- Fast Food,4255 Campus Dr,Irvine,(949) 725-0012
Dada Shabu Shabu Buffet,https://www.yelp.com/biz/dada-shabu-shabu-buffet-irvine-2,434,$$,Korean- Buffets- Hot Pot,4960 Irvine Blvd,Irvine,(714) 544-9300
Bacchus Bar & Bistro,https://www.yelp.com/biz/bacchus-bar-and-bistro-irvine,244,$$,Wine Bars- Tapas/Small Plates- Beer Bar,6735 Quail Hill Pkwy,Irvine,(949) 502-4600
Quickly,https://www.yelp.com/biz/quickly-irvine-2,218,$,Coffee & Tea- Juice Bars & Smoothies- Burgers,16277 Laguna Canyon Rd,Irvine,(949) 398-8319
Sootha Coffee,https://www.yelp.com/biz/sootha-coffee-irvine,188,$,Cafes- Coffee & Tea,4840 Irvine Blvd,Irvine,(714) 665-9900
DelSushi,https://www.yelp.com/biz/delsushi-irvine,265,$$,Japanese- Sushi Bars,4249 Campus Dr,Irvine,(949) 324-7171
House of Kabob,https://www.yelp.com/biz/house-of-kabob-irvine,309,$$,Persian/Iranian- Middle Eastern- Mediterranean,92 Corporate Park,Irvine,(949) 261-8005
Pho Tasia,https://www.yelp.com/biz/pho-tasia-irvine-2,473,$,Vietnamese- Noodles,5329 University Dr,Irvine,(949) 857-0856
Pho So 1,https://www.yelp.com/biz/pho-so-1-irvine,310,$,Vietnamese- Noodles,3831 Alton Pkwy,Irvine,(949) 251-8829
Anthill Pub & Grille,https://www.yelp.com/biz/anthill-pub-and-grille-irvine,346,$,Bars- American (Traditional),4200 Campus Dr,Irvine,(949) 824-3050
Garbanzo Mediterranean Grill,https://www.yelp.com/biz/garbanzo-mediterranean-grill-irvine-2,213,$,Mediterranean,16569 Von Karman Ave,Irvine,(949) 660-1712
Kaju Soft Tofu,https://www.yelp.com/biz/kaju-soft-tofu-irvine,356,$$,Korean,5408 Walnut Ave,Irvine,(949) 653-2849
Popcorn Chicken,https://www.yelp.com/biz/popcorn-chicken-irvine,307,$,Taiwanese,15333 Culver Dr,Irvine,(949) 733-9999
Vishnu,https://www.yelp.com/biz/vishnu-irvine,245,$,Indian,17945 Sky Park Cir,Irvine,(949) 752-0358
Curry House CoCo Ichibanya,https://www.yelp.com/biz/curry-house-coco-ichibanya-irvine,960,$$,Japanese Curry,2710 Alton Pkwy,Irvine,(949) 553-1082
H2O Poke & Grill,https://www.yelp.com/biz/h2o-poke-and-grill-irvine,509,$,Hawaiian- Japanese- Poke,13262 Jamboree Rd,Irvine,(714) 544-0066
Krave Asian Fusion Restaurant,https://www.yelp.com/biz/krave-asian-fusion-restaurant-irvine,263,$$,Korean- Asian Fusion- Chicken Wings,2819 Main St,Irvine,(949) 379-6075
Mitsuwa Marketplace,https://www.yelp.com/biz/mitsuwa-marketplace-irvine,264,$$,Grocery- Japanese- Breakfast & Brunch,14230 Culver Dr,Irvine,(949) 559-6633
Chan Chan Food House,https://www.yelp.com/biz/chan-chan-food-house-irvine-2,138,$$,Korean,14250 Culver Dr,Irvine,(949) 552-0118
Yu’s Garden,https://www.yelp.com/biz/yus-garden-irvine,483,$,Taiwanese- Chinese,5408 Walnut Ave,Irvine,(949) 654-2366
NY’s Upper Crust Pizza,https://www.yelp.com/biz/nys-upper-crust-pizza-irvine,207,$,Pizza- Italian,na,Irvine,(949) 653-1033
Boiling Point,https://www.yelp.com/biz/boiling-point-irvine,1462,$$,Taiwanese- Hot Pot,14140 Culver Dr,Irvine,(949) 733-2211
The Kickin’ Crab,https://www.yelp.com/biz/the-kickin-crab-irvine-2,685,$$,Cajun/Creole- Seafood,2740 Alton Pkwy,Irvine,(949) 851-8889
Da Luau Hawaiian Grill,https://www.yelp.com/biz/da-luau-hawaiian-grill-irvine,388,$,Hawaiian,14151 Jeffrey Rd,Irvine,(949) 748-8855
G Burger - Irvine,https://www.yelp.com/biz/g-burger-irvine-irvine-2,510,$$,Burgers,13256 Jamboree Rd,Irvine,(714) 731-7758
Sagami,https://www.yelp.com/biz/sagami-irvine,355,$$,Sushi Bars- Japanese,3850 Barranca Pkwy,Irvine,(949) 857-8030
Andrei’s Conscious Cuisine & Cocktails,https://www.yelp.com/biz/andreis-conscious-cuisine-and-cocktails-irvine,529,$$,American (New)- Cocktail Bars,2607 Main St,Irvine,(949) 387-8887
Flipmasters Food Truck,https://www.yelp.com/biz/flipmasters-food-truck-irvine-2,35,$$,Food Trucks- Persian/Iranian- Caterers,Irvine,Irvine,(714) 747-6776
Sharkys Woodfired Mexican Grill,https://www.yelp.com/biz/sharkys-woodfired-mexican-grill-irvine,160,$,Mexican,6725 Quail Hill Pkwy,Irvine,(949) 856-1300
Caspian Restaurant,https://www.yelp.com/biz/caspian-restaurant-irvine-2,665,$$,Middle Eastern- Persian/Iranian- Mediterranean,14100 Culver Dr,Irvine,(949) 651-8454
Aioli,https://www.yelp.com/biz/aioli-irvine,139,$,American (New)- Burgers- Italian,2540 Main St,Irvine,(949) 757-1802
Super Irvine,https://www.yelp.com/biz/super-irvine-irvine-2,107,$,Grocery- Cafes,14120 Culver Dr,Irvine,(949) 552-8844
Jersey Mike’s Subs,https://www.yelp.com/biz/jersey-mikes-subs-irvine-5,158,$,Fast Food- Delis- Sandwiches,16525-G Von Karman Ave,Irvine,(949) 955-2400
Sam Woo Restaurant & BBQ Express,https://www.yelp.com/biz/sam-woo-restaurant-and-bbq-express-irvine,984,$$,Dim Sum- Barbeque- Cantonese,15333 Culver Dr,Irvine,(949) 262-0688
Slapfish,https://www.yelp.com/biz/slapfish-irvine,468,$$,Seafood,4249 Campus Dr,Irvine,(949) 748-1174
Avocado Cafe,https://www.yelp.com/biz/avocado-cafe-irvine,350,$,Sandwiches- Juice Bars & Smoothies- Breakfast & Brunch,6060 Scholarship Dr,Irvine,(949) 752-0523
Eats Kitchen & Bar,https://www.yelp.com/biz/eats-kitchen-and-bar-irvine-3,341,$$,Bars- American (New),17900 Jamboree Rd,Irvine,(949) 225-6780
Four Sea Restaurant,https://www.yelp.com/biz/four-sea-restaurant-irvine,248,$,Taiwanese- Breakfast & Brunch- Chinese,15435 Jeffrey Rd,Irvine,(949) 333-2704
India Cook House,https://www.yelp.com/biz/india-cook-house-irvine,434,$$,Indian- Buffets,14130 Culver Dr,Irvine,(949) 857-4858
Natraj’s Tandoori - Irvine South,https://www.yelp.com/biz/natrajs-tandoori-irvine-south-irvine,192,$,Indian- Pakistani,na,Irvine,(949) 509-1800
Ray’s Pizza,https://www.yelp.com/biz/rays-pizza-irvine,212,$,Pizza- Italian,4199 Campus Dr,Irvine,(949) 854-5044
Agora Churrascaria,https://www.yelp.com/biz/agora-churrascaria-irvine,1426,$$$,Steakhouses- Brazilian- Barbeque,1830 Main St,Irvine,(949) 222-9910
Fish District,https://www.yelp.com/biz/fish-district-irvine,187,$$,Asian Fusion- Seafood- Fish & Chips,6278 Irvine Blvd,Irvine,(949) 451-6801
Nalu’s Island Grill,https://www.yelp.com/biz/nalus-island-grill-irvine,239,$$,Hawaiian- Seafood,6741 Quail Hill Pkwy,Irvine,(949) 854-8900
Sawleaf Cafe,https://www.yelp.com/biz/sawleaf-cafe-irvine,151,$,Vietnamese- Soup- Sandwiches,13786 Jamboree Rd,Irvine,(714) 417-9028
Poke Dot,https://www.yelp.com/biz/poke-dot-irvine,447,$,Seafood- Hawaiian- Poke,17921 MacArthur Blvd,Irvine,(949) 250-5956
Thai Cafe,https://www.yelp.com/biz/thai-cafe-irvine,705,$$,Thai,14715 Jeffrey Rd,Irvine,(949) 559-5382
Fresh Brothers,https://www.yelp.com/biz/fresh-brothers-irvine-3,55,$$,Pizza- Salad- Chicken Wings,17655 Harvard Ave,Irvine,(949) 797-9044
Which Wich,https://www.yelp.com/biz/which-wich-irvine-2,157,$,Sandwiches,4537 Campus Dr,Irvine,(949) 428-9424
Del Frisco’s Grille,https://www.yelp.com/biz/del-friscos-grille-irvine-5,510,$$,Breakfast & Brunch- Bars- Steakhouses,772 Spectrum Center Dr,Irvine,(949) 341-0376
Islands Restaurant,https://www.yelp.com/biz/islands-restaurant-irvine,282,$$,American (Traditional)- Burgers- Sports Bars,4020 Barranca Pkwy,Irvine,(949) 552-1888
Ruby’s Diner,https://www.yelp.com/biz/rubys-diner-irvine,206,$$,Diners- Burgers- American (Traditional),4602 Barranca Pkwy,Irvine,(949) 552-7829
Urban Seoul 2.0,https://www.yelp.com/biz/urban-seoul-2-0-irvine-15,451,$$,Korean- Asian Fusion- Mexican,na,Irvine,(949) 727-1900
The Counter Irvine - WoodburyTC,https://www.yelp.com/biz/the-counter-irvine-woodburytc-irvine,1149,$$,Burgers- American (New)- Vegan,6416 Irvine Blvd,Irvine,(949) 336-7272
First Sandwich,https://www.yelp.com/biz/first-sandwich-irvine,64,$,Sandwiches- Taiwanese- Chinese,2540 Main St,Irvine,(949) 863-0245
Diho,https://www.yelp.com/biz/diho-irvine,64,$,Bakeries- Taiwanese,14130 Culver Dr,Irvine,(949) 857-6415
Luna Grill - Irvine Spectrum Center,https://www.yelp.com/biz/luna-grill-irvine-spectrum-center-irvine,313,$$,Mediterranean- Greek,524 Spectrum Dr,Irvine,(949) 387-5862
Tokyo Table,https://www.yelp.com/biz/tokyo-table-irvine-2,1719,$$,Sushi Bars- Japanese- Cocktail Bars,na,Irvine,(949) 263-0000
Cha For Tea,https://www.yelp.com/biz/cha-for-tea-irvine-9,1418,$,Bubble Tea- Cafes- Desserts,na,Irvine,(949) 725-0300
I-Tea Cafe,https://www.yelp.com/biz/i-tea-cafe-irvine,272,$,Taiwanese- Coffee & Tea- Bubble Tea,15435 Jeffrey Rd,Irvine,(949) 551-4832
Paul Martin’s American Grill,https://www.yelp.com/biz/paul-martins-american-grill-irvine,1026,$$,American (New)- Seafood- Steakhouses,534 Spectrum Center Dr,Irvine,(949) 453-1144
Tasty Garden,https://www.yelp.com/biz/tasty-garden-irvine-2,397,$$,Asian Fusion- Cantonese,15315 Culver Dr,Irvine,(949) 786-8000
17 Cafe Ramen,https://www.yelp.com/biz/17-cafe-ramen-irvine,206,$,Taiwanese- Ramen,4250 Barranca Pkwy,Irvine,(949) 559-6631
Flippin’ Pizza,https://www.yelp.com/biz/flippin-pizza-irvine,172,$,Pizza,17933 MacArthur Blvd,Irvine,(949) 955-3800
Dae Myoung Ok Korean Restaurant,https://www.yelp.com/biz/dae-myoung-ok-korean-restaurant-irvine,192,$$,Korean,14250 Culver Dr,Irvine,(949) 651-1177
Urban Plates,https://www.yelp.com/biz/urban-plates-irvine-2,250,$$,Salad- American (New)- Sandwiches,13380 Jamboree Rd,Irvine,(714) 332-6272
Oak Creek Cafe,https://www.yelp.com/biz/oak-creek-cafe-irvine,47,$$,American (Traditional)- Salad- Burgers,1 Golf Club Dr,Irvine,(949) 653-5300
Croutons,https://www.yelp.com/biz/croutons-irvine,248,$,Sandwiches- Salad,17927 Macarthur Blvd,Irvine,(949) 222-0911
Chick-fil-A,https://www.yelp.com/biz/chick-fil-a-irvine-2,185,$,Fast Food,6428 Irvine Blvd,Irvine,(949) 551-4232
Brio Tuscan Grille,https://www.yelp.com/biz/brio-tuscan-grille-irvine-14,807,$$,Tuscan,na,Irvine,(949) 341-0380
S W Seafood & B B Q Restaurant,https://www.yelp.com/biz/s-w-seafood-and-b-b-q-restaurant-irvine-2,364,$$,Barbeque- Seafood- Cantonese,na,Irvine,(949) 262-0128
Souplantation,https://www.yelp.com/biz/souplantation-irvine,430,$$,Buffets- Vegetarian- Salad,2825 Main St,Irvine,(949) 474-8682
Village Market,https://www.yelp.com/biz/village-market-irvine,105,$$,Delis,41 Prism,Irvine,(949) 387-5600
Furai Chicken,https://www.yelp.com/biz/furai-chicken-irvine-2,26,$$,Korean- Chicken Shop,4800 Irvine Blvd,Irvine,(714) 508-3988
DonerG Turkish & Mediterranean Grill - Irvine,https://www.yelp.com/biz/donerg-turkish-and-mediterranean-grill-irvine-irvine,680,$,Mediterranean- Turkish- Halal,3800 Barranca Pkwy,Irvine,(949) 861-2626
Pizza 900 Mobile Catering,https://www.yelp.com/biz/pizza-900-mobile-catering-irvine,67,$$,Pizza- Caterers,40 Tesla,Irvine,(949) 444-2930
Cafe Bistro,https://www.yelp.com/biz/cafe-bistro-irvine-3,128,$$,American (New)- Comfort Food- Cafes,800 Spectrum Center Drive,Irvine,(949) 255-2800
Thai & Chinese Express,https://www.yelp.com/biz/thai-and-chinese-express-irvine,302,$,Fast Food- Thai- Chinese,2540 Main St,Irvine,(949) 724-1813
Bistango,https://www.yelp.com/biz/bistango-irvine-2,573,$$$,American (New)- Tapas Bars- Wine Bars,19100 Von Karman Ave,Irvine,(949) 752-5222
Stonefire Grill,https://www.yelp.com/biz/stonefire-grill-irvine,874,$$,American (Traditional)- Barbeque- Salad,3966 Barranca Pkwy,Irvine,(949) 777-1177
Chef Ekrem’s Mediterranean Grill,https://www.yelp.com/biz/chef-ekrems-mediterranean-grill-irvine,32,$,Mediterranean- Greek- Turkish,18040 Culver Dr,Irvine,(949) 331-8743
The Habit Burger Grill,https://www.yelp.com/biz/the-habit-burger-grill-irvine-7,57,$,Burgers- Sandwiches,4501 Campus Dr,Irvine,(949) 823-0167
Northwood Pizza,https://www.yelp.com/biz/northwood-pizza-irvine,150,$$,Pizza,4900 Irvine Blvd,Irvine,(714) 838-2111
Jan’s At Four,https://www.yelp.com/biz/jans-at-four-irvine,41,$,Cafes- Fast Food- Caterers,4 Park Plz,Irvine,(949) 851-9553
Ajisen Ramen,https://www.yelp.com/biz/ajisen-ramen-irvine-2,1554,$$,Ramen- Noodles,2700 Alton Pkwy,Irvine,(949) 833-3288
Lazy Dog Restaurant & Bar,https://www.yelp.com/biz/lazy-dog-restaurant-and-bar-irvine,1125,$$,American (New)- American (Traditional)- Mediterranean,13290 Jamboree Rd,Irvine,(714) 731-9700
Wood Ranch BBQ & Grill,https://www.yelp.com/biz/wood-ranch-bbq-and-grill-irvine,693,$$,Barbeque- American (Traditional)- Bars,501 Spectrum Center Dr,Irvine,(949) 337-4850
La Pho,https://www.yelp.com/biz/la-pho-irvine,135,$,Vietnamese- Noodles,6781 Quail Hill Pkwy,Irvine,(949) 509-6630
Rubio’s Coastal Grill,https://www.yelp.com/biz/rubios-coastal-grill-irvine,173,$,Mexican- Seafood,17655 Harvard Ave,Irvine,(949) 261-1016
California Pizza Kitchen,https://www.yelp.com/biz/california-pizza-kitchen-irvine-5,153,$$,American (Traditional)- Pizza,5465 Alton Pkwy,Irvine,(949) 396-1120
Spoleto - My Italian Kitchen,https://www.yelp.com/biz/spoleto-my-italian-kitchen-irvine-2,105,$$,Italian- Desserts,na,Irvine,(949) 333-3132
Thai Spice,https://www.yelp.com/biz/thai-spice-irvine-2,509,$,Thai,na,Irvine,(949) 857-8424
Burger Lounge,https://www.yelp.com/biz/burger-lounge-irvine,224,$$,Burgers- Gluten-Free- Salad,8553 Irvine Center Dr,Irvine,(949) 450-0440
Spice Bar,https://www.yelp.com/biz/spice-bar-irvine-2,244,$,Vietnamese- Sandwiches- Asian Fusion,2700 Alton Pkwy,Irvine,(949) 752-7799
Bernardo’s Deli,https://www.yelp.com/biz/bernardos-deli-irvine,27,$,Delis- Salad- Sandwiches,2102 Business Center Dr,Irvine,(949) 253-4617
Boiling Point Reservation,https://www.yelp.com/biz/boiling-point-reservation-irvine,166,$$,Taiwanese- Hot Pot,14120 Culver Dr.,Irvine,(949) 651-6207
Dickey’s Barbecue Pit,https://www.yelp.com/biz/dickeys-barbecue-pit-irvine-5,100,$$,Barbeque,3851 Alton Pkwy,Irvine,(626) 600-4257
The Fresh Roll House,https://www.yelp.com/biz/the-fresh-roll-house-irvine,51,$,Sushi Bars- Korean,na,Irvine,(714) 832-8510
Pho Saigon Pearl,https://www.yelp.com/biz/pho-saigon-pearl-irvine-2,618,$,Vietnamese- Noodles,2750 Alton Pkwy,Irvine,(949) 336-0336
Kayla’s Cake,https://www.yelp.com/biz/kaylas-cake-anaheim-2,55,$$,Desserts- Macarons- Food Stands,1580 Disneyland Dr,Anaheim,(714) 869-1522
The Blind Rabbit,https://www.yelp.com/biz/the-blind-rabbit-anaheim,1048,$$,Cocktail Bars- Wine Bars- Burgers,440 S Anaheim Blvd,Anaheim,na
Forn Al Hara,https://www.yelp.com/biz/forn-al-hara-anaheim,295,$,Middle Eastern- Pizza- ,512 S Brookhurst St,Anaheim,(714) 758-3777
Toyo Sushi & Roll,https://www.yelp.com/biz/toyo-sushi-and-roll-anaheim-2,282,$$,Sushi Bars- Japanese- ,676 S State College Blvd,Anaheim,(714) 991-0500
Club 33,https://www.yelp.com/biz/club-33-anaheim-3,811,$$$$,French- Lounges- American (Traditional),Disneyland Park,Anaheim,na
Dragon Dog Hot Dogs,https://www.yelp.com/biz/dragon-dog-hot-dogs-anaheim,56,$,Hot Dogs- Food Trucks- ,Anaheim,Anaheim,(323) 573-9751
Chambers Bar & Bistro,https://www.yelp.com/biz/chambers-bar-and-bistro-anaheim,189,$$,American (Traditional)- Beer Bar- ,435 W Katella Ave,Anaheim,(714) 772-7755
Pour Vida Latin Flavor,https://www.yelp.com/biz/pour-vida-latin-flavor-anaheim,395,$$,Gastropubs- Mexican- Breakfast & Brunch,185 W Center St Promenade,Anaheim,(657) 208-3889
Bronx Sandwich,https://www.yelp.com/biz/bronx-sandwich-anaheim,433,$$,Sandwiches- Delis- Salad,949 S Euclid St,Anaheim,(714) 758-3707
The Ranch Restaurant,https://www.yelp.com/biz/the-ranch-restaurant-anaheim-3,1554,$$$,American (New)- Steakhouses- Venues & Event Spaces,1025 E Ball Rd,Anaheim,(714) 817-4200
Orange Bap,https://www.yelp.com/biz/orange-bap-anaheim,111,$,Korean- Asian Fusion- ,2717 W Lincoln Ave,Anaheim,(714) 236-5999
Willy’s Eatery,https://www.yelp.com/biz/willys-eatery-anaheim-2,500,$,Greek- Breakfast & Brunch- Mediterranean,2101 E Ball Rd,Anaheim,(714) 535-6713
